TrialNumber,P1_1,P1_2,SafeOption,P2_2,O2_2,O2_1,ProbNumber,O1_2,O1_1,EV2,EV1,ProbType,P2_1,ran,order,trialStartTime,viewingEndTime,viewingDur_total,thinkOnset,decideOnset,leftRight,resp,safeChoice,resp_onset,rt,decideDur_total,assignedITI,decide_pad,totalITI,ITI_onset,TrialEndTime
1,0.9,1,2,0,0,-30,MD2,-1,2,-1,-1.2,MD,0.1,1.0,0.0,0.0508707,6.11608,6.0652,6.11638,9.1491,0.0,2.0,0.0,9.79998,0.650883,10.0491,1.1622,1.04912,2.21132,10.1161,12.3325
2,0.4,1,2,0,0,0,SD2,-2,-4,-2,-1.6,SD,0.6,1.0,1.0,12.385,18.448,6.06304,18.4483,21.481,0.0,2.0,0.0,22.056,0.575006,9.97101,1.2245,1.12499,2.34949,22.3733,24.7308
3,0.4,0.4,1,0.6,17,12,RR2,-5,5,8.2,9.2,RR,0.6,1.0,2.0,24.78,30.8131,6.03308,30.8133,33.8463,1.0,2.0,1.0,34.2319,0.385695,9.75192,1.1584,1.31431,2.47271,34.5608,37.0463
4,0.4,1,2,0,0,0,SD11,8,22,8,8.8,SD,0.6,1.0,3.0,37.1001,43.1612,6.06104,43.1614,46.1945,1.0,1.0,1.0,46.8241,0.629619,10.024,3.9403,1.07038,5.01068,47.1461,52.1609
5,0.75,0.75,1,0.25,30,10,RR3,-5,2,3.75,4,RR,0.25,1.0,4.0,52.2074,58.2434,6.03599,58.2436,61.2764,1.0,2.0,1.0,61.7359,0.45952,9.82851,2.5049,1.24048,3.74538,62.0506,65.8095
6,0.6,1,2,0,0,-22,MD1,-6,4,-6,-6.4,MD,0.4,1.0,5.0,65.863,71.9082,6.04519,71.9084,74.9416,1.0,2.0,0.0,75.3199,0.378374,9.75697,3.4263,1.32163,4.74793,75.6394,80.391
7,0.1,1,2,0,0,0,SD1,-3,-32,-3,-3.2,SD,0.9,1.0,6.0,80.4398,86.4901,6.05023,86.4903,89.5232,0.0,2.0,0.0,90.016,0.492806,9.87618,1.1231,1.20719,2.33029,90.3304,92.673
8,0.8,0.6,1,0.4,18,10,RR9,-4,2,4.8,3.6,RR,0.2,1.0,7.0,92.7277,98.7885,6.06079,98.7887,101.822,0.0,2.0,1.0,102.424,0.602271,9.99621,1.1239,1.09773,2.22163,102.752,104.988
9,0.5,0.3,1,0.7,35,30,RR5,-10,10,21.5,20,RR,0.5,1.0,8.0,105.039,111.104,6.0652,111.104,114.137,0.0,1.0,0.0,114.448,0.310927,9.70921,3.6229,1.38907,5.01197,114.762,119.787
10,0.1,1,2,0,0,0,SD10,3,32,3,3.2,SD,0.9,1.0,9.0,119.837,125.902,6.06509,125.903,128.935,1.0,1.0,1.0,129.384,0.448715,9.84675,2.3911,1.25128,3.64239,129.703,133.352
11,0.7,1,2,0,0,0,SD5,-8,-10,-8,-7,SD,0.3,1.0,10.0,133.398,139.451,6.05216,139.451,142.484,0.0,2.0,0.0,143.56,1.07625,10.4615,1.1057,0.623749,1.72945,143.878,145.617
12,0.3,0.5,1,0.5,30,15,RR4,-8,5,11,12,RR,0.7,1.0,11.0,145.664,151.682,6.01857,151.683,154.716,0.0,1.0,0.0,155.104,0.388298,9.74001,1.3975,1.3117,2.7092,155.435,158.149
13,0.8,0.3,1,0.7,40,33,RR12,-25,18,20.5,21,RR,0.2,1.0,12.0,158.204,164.231,6.02728,164.231,167.264,1.0,1.0,0.0,167.72,0.455633,9.81602,1.2493,1.24437,2.49367,168.042,170.547
14,0.6,1,2,0,0,-12,MD12,12,30,12,13.2,MD,0.4,1.0,13.0,170.645,176.68,6.03417,176.68,179.713,1.0,1.0,1.0,180.192,0.479272,9.84656,4.7413,1.22073,5.96203,180.506,186.479
15,0.8,1,2,0,0,0,SD9,13,16,13,12.8,SD,0.2,1.0,14.0,186.529,192.594,6.06556,192.595,195.627,0.0,1.0,1.0,196.0,0.372328,9.77095,1.1188,1.32767,2.44647,196.311,198.761
16,0.6,0.5,1,0.5,50,25,RR6,-15,12,17.5,17.2,RR,0.4,1.0,15.0,198.811,204.876,6.06563,204.877,207.909,1.0,1.0,0.0,208.488,0.57861,9.97704,3.1912,1.12139,4.31259,208.811,213.126
17,0.5,0.4,1,0.6,50,30,RR8,-15,14,24,22,RR,0.5,1.0,16.0,213.176,219.225,6.04911,219.225,222.258,0.0,1.0,0.0,222.56,0.302121,9.68428,1.1342,1.39788,2.53208,222.876,225.424
18,0.2,1,2,0,0,0,SD3,-7,-34,-7,-6.8,SD,0.8,1.0,17.0,225.479,231.54,6.06125,231.54,234.573,0.0,2.0,0.0,235.04,0.466878,9.86123,1.7448,1.23312,2.97792,235.343,238.323
